Protein.Group	Protein.Ids	Genes	Run	Precursor.Normalised
Zm00001d009110	Zm00001d009110		Y12_TMT1_1	0.0
Zm00001d009117	Zm00001d009117		Y12_TMT1_1	0.0
Zm00001d009118	Zm00001d009118		Y12_TMT1_1	0.0
Zm00001d009122	Zm00001d009122		Y12_TMT1_1	0.26815
Zm00001d009125	Zm00001d009125		Y12_TMT1_1	0.25381
Zm00001d009127	Zm00001d009127		Y12_TMT1_1	0.21672
Zm00001d009132	Zm00001d009132		Y12_TMT1_1	0.0
Zm00001d009134	Zm00001d009134		Y12_TMT1_1	0.20875
Zm00001d009138	Zm00001d009138		Y12_TMT1_1	0.25628
Zm00001d009140	Zm00001d009140		Y12_TMT1_1	0.25219
Zm00001d009146	Zm00001d009146		Y12_TMT1_1	0.28864
Zm00001d009147	Zm00001d009147		Y12_TMT1_1	0.12488
Zm00001d009150	Zm00001d009150		Y12_TMT1_1	0.0
Zm00001d009156	Zm00001d009156		Y12_TMT1_1	0.0
Zm00001d009161	Zm00001d009161		Y12_TMT1_1	0.19453
Zm00001d009163	Zm00001d009163		Y12_TMT1_1	0.24439
Zm00001d009178	Zm00001d009178		Y12_TMT1_1	0.0
Zm00001d009182	Zm00001d009182		Y12_TMT1_1	0.21238
Zm00001d009183	Zm00001d009183		Y12_TMT1_1	0.0
Zm00001d009205	Zm00001d009205		Y12_TMT1_1	0.0
Zm00001d009212	Zm00001d009212		Y12_TMT1_1	0.21886
Zm00001d009220	Zm00001d009220		Y12_TMT1_1	0.0
Zm00001d009221	Zm00001d009221		Y12_TMT1_1	0.0
Zm00001d009226	Zm00001d009226		Y12_TMT1_1	0.0
Zm00001d009230	Zm00001d009230		Y12_TMT1_1	0.0
Zm00001d009231	Zm00001d009231		Y12_TMT1_1	0.126
Zm00001d009233	Zm00001d009233		Y12_TMT1_1	0.20135
Zm00001d009243	Zm00001d009243		Y12_TMT1_1	0.21182
Zm00001d009247	Zm00001d009247		Y12_TMT1_1	0.0
Zm00001d009248	Zm00001d009248		Y12_TMT1_1	0.22567
Zm00001d009260	Zm00001d009260		Y12_TMT1_1	0.0
Zm00001d009264	Zm00001d009264		Y12_TMT1_1	0.0
Zm00001d009270	Zm00001d009270		Y12_TMT1_1	0.0
Zm00001d009271	Zm00001d009271		Y12_TMT1_1	0.19657
Zm00001d009309	Zm00001d009309		Y12_TMT1_1	0.0
Zm00001d009312	Zm00001d009312		Y12_TMT1_1	0.19304
Zm00001d009314	Zm00001d009314		Y12_TMT1_1	0.0
Zm00001d009315	Zm00001d009315		Y12_TMT1_1	0.21136
Zm00001d009324	Zm00001d009324		Y12_TMT1_1	0.19806
Zm00001d009336	Zm00001d009336		Y12_TMT1_1	0.0
Zm00001d009337	Zm00001d009337		Y12_TMT1_1	0.24196
Zm00001d009339	Zm00001d009339		Y12_TMT1_1	0.16076
Zm00001d009341	Zm00001d009341		Y12_TMT1_1	0.0
Zm00001d009352	Zm00001d009352		Y12_TMT1_1	0.0
Zm00001d009354	Zm00001d009354		Y12_TMT1_1	0.16043
Zm00001d009359	Zm00001d009359		Y12_TMT1_1	0.0
Zm00001d009373	Zm00001d009373		Y12_TMT1_1	0.19697
Zm00001d009374	Zm00001d009374		Y12_TMT1_1	0.0
Zm00001d009382	Zm00001d009382		Y12_TMT1_1	0.0
Zm00001d009387	Zm00001d009387		Y12_TMT1_1	0.0
Zm00001d009398	Zm00001d009398		Y12_TMT1_1	0.0
Zm00001d009401	Zm00001d009401		Y12_TMT1_1	0.2136
Zm00001d009403	Zm00001d009403		Y12_TMT1_1	0.0
Zm00001d009407	Zm00001d009407		Y12_TMT1_1	0.0
Zm00001d009409	Zm00001d009409		Y12_TMT1_1	0.0
Zm00001d009411	Zm00001d009411		Y12_TMT1_1	0.0
Zm00001d009417	Zm00001d009417		Y12_TMT1_1	0.26785
Zm00001d009421	Zm00001d009421		Y12_TMT1_1	0.0
Zm00001d009431	Zm00001d009431		Y12_TMT1_1	0.26234
Zm00001d009436	Zm00001d009436		Y12_TMT1_1	0.18578
Zm00001d038880	Zm00001d038880		Y12_TMT1_1	0.21542
Zm00001d009445	Zm00001d009445		Y12_TMT1_1	0.019895
Zm00001d009446	Zm00001d009446		Y12_TMT1_1	0.23926
Zm00001d009452	Zm00001d009452		Y12_TMT1_1	0.0
Zm00001d009465	Zm00001d009465		Y12_TMT1_1	0.0
Zm00001d009476	Zm00001d009476		Y12_TMT1_1	0.0
Zm00001d009480	Zm00001d009480		Y12_TMT1_1	0.27813
Zm00001d009482	Zm00001d009482		Y12_TMT1_1	0.0
Zm00001d009488	Zm00001d009488		Y12_TMT1_1	0.2495
Zm00001d009495	Zm00001d009495		Y12_TMT1_1	0.0
Zm00001d038936	Zm00001d038936		Y12_TMT1_1	0.0
Zm00001d009500	Zm00001d009500		Y12_TMT1_1	0.0
Zm00001d009503	Zm00001d009503		Y12_TMT1_1	0.0
Zm00001d009504	Zm00001d009504		Y12_TMT1_1	0.0
Zm00001d009506	Zm00001d009506		Y12_TMT1_1	0.0
Zm00001d038963	Zm00001d038963		Y12_TMT1_1	0.0
Zm00001d009511	Zm00001d009511		Y12_TMT1_1	0.0
Zm00001d009517	Zm00001d009517		Y12_TMT1_1	0.20651
Zm00001d009520	Zm00001d009520		Y12_TMT1_1	0.0
Zm00001d009522	Zm00001d009522		Y12_TMT1_1	0.0
Zm00001d009524	Zm00001d009524		Y12_TMT1_1	0.0
Zm00001d009530	Zm00001d009530		Y12_TMT1_1	0.0
Zm00001d009541	Zm00001d009541		Y12_TMT1_1	0.25644
Zm00001d009542	Zm00001d009542		Y12_TMT1_1	0.20016
Zm00001d009548	Zm00001d009548		Y12_TMT1_1	0.0
Zm00001d009552	Zm00001d009552		Y12_TMT1_1	0.0
Zm00001d009554	Zm00001d009554		Y12_TMT1_1	0.21605
Zm00001d009555	Zm00001d009555		Y12_TMT1_1	0.0
Zm00001d009556	Zm00001d009556		Y12_TMT1_1	0.0
Zm00001d009562	Zm00001d009562		Y12_TMT1_1	0.0
Zm00001d009564	Zm00001d009564		Y12_TMT1_1	0.0
Zm00001d009566	Zm00001d009566		Y12_TMT1_1	0.0
Zm00001d009567	Zm00001d009567		Y12_TMT1_1	0.21297
Zm00001d009572	Zm00001d009572		Y12_TMT1_1	0.0
Zm00001d009579	Zm00001d009579		Y12_TMT1_1	0.0
Zm00001d009580	Zm00001d009580		Y12_TMT1_1	0.22601
Zm00001d009582	Zm00001d009582		Y12_TMT1_1	0.22514
Zm00001d009589	Zm00001d009589		Y12_TMT1_1	0.14264
Zm00001d009591	Zm00001d009591		Y12_TMT1_1	0.0
Zm00001d009594	Zm00001d009594		Y12_TMT1_1	0.26438
Zm00001d009596	Zm00001d009596		Y12_TMT1_1	0.18071
Zm00001d009597	Zm00001d009597		Y12_TMT1_1	0.0
Zm00001d009608	Zm00001d009608		Y12_TMT1_1	0.30821
Zm00001d009613	Zm00001d009613		Y12_TMT1_1	0.16134
Zm00001d009618	Zm00001d009618		Y12_TMT1_1	0.0
Zm00001d009638	Zm00001d009638		Y12_TMT1_1	0.2094
Zm00001d009640	Zm00001d009640		Y12_TMT1_1	0.22852
Zm00001d009648	Zm00001d009648		Y12_TMT1_1	0.0
Zm00001d009660	Zm00001d009660		Y12_TMT1_1	0.0
Zm00001d009661	Zm00001d009661		Y12_TMT1_1	0.0
Zm00001d009669	Zm00001d009669		Y12_TMT1_1	0.21472
Zm00001d009674	Zm00001d009674		Y12_TMT1_1	0.15048
Zm00001d009677	Zm00001d009677		Y12_TMT1_1	0.0
Zm00001d009683	Zm00001d009683		Y12_TMT1_1	0.0
Zm00001d009686	Zm00001d009686		Y12_TMT1_1	0.0
Zm00001d009690	Zm00001d009690		Y12_TMT1_1	0.24403
Zm00001d009693	Zm00001d009693		Y12_TMT1_1	0.17219
Zm00001d009695	Zm00001d009695		Y12_TMT1_1	0.27701
Zm00001d009700	Zm00001d009700		Y12_TMT1_1	0.0
Zm00001d009702	Zm00001d009702		Y12_TMT1_1	0.30678
Zm00001d009707	Zm00001d009707		Y12_TMT1_1	0.2285
Zm00001d009708	Zm00001d009708		Y12_TMT1_1	0.23828
Zm00001d009711	Zm00001d009711		Y12_TMT1_1	0.0
Zm00001d009714	Zm00001d009714		Y12_TMT1_1	0.16171
Zm00001d009717	Zm00001d009717		Y12_TMT1_1	0.22126
Zm00001d009719	Zm00001d009719		Y12_TMT1_1	0.18487
Zm00001d009723	Zm00001d009723		Y12_TMT1_1	0.0
Zm00001d009724	Zm00001d009724		Y12_TMT1_1	0.0
Zm00001d009738	Zm00001d009738		Y12_TMT1_1	0.23822
Zm00001d009740	Zm00001d009740		Y12_TMT1_1	0.19398
Zm00001d009743	Zm00001d009743		Y12_TMT1_1	0.24481
Zm00001d009745	Zm00001d009745		Y12_TMT1_1	0.20333
Zm00001d009749	Zm00001d009749		Y12_TMT1_1	0.21813
Zm00001d009753	Zm00001d009753		Y12_TMT1_1	0.22077
Zm00001d009756	Zm00001d009756		Y12_TMT1_1	0.0
Zm00001d009761	Zm00001d009761		Y12_TMT1_1	0.21754
Zm00001d009765	Zm00001d009765		Y12_TMT1_1	0.0
Zm00001d009771	Zm00001d009771		Y12_TMT1_1	0.0
Zm00001d009774	Zm00001d009774		Y12_TMT1_1	0.1886
Zm00001d009776	Zm00001d009776		Y12_TMT1_1	0.0
Zm00001d009779	Zm00001d009779		Y12_TMT1_1	0.0
Zm00001d009783	Zm00001d009783		Y12_TMT1_1	0.19354
Zm00001d009792	Zm00001d009792		Y12_TMT1_1	0.0
Zm00001d009795	Zm00001d009795		Y12_TMT1_1	0.0
Zm00001d016159	Zm00001d016159		Y12_TMT1_1	0.20482
Zm00001d009799	Zm00001d009799		Y12_TMT1_1	0.0
Zm00001d009803	Zm00001d009803		Y12_TMT1_1	0.22443
Zm00001d009810	Zm00001d009810		Y12_TMT1_1	0.20734
Zm00001d009811	Zm00001d009811		Y12_TMT1_1	0.14802
Zm00001d009830	Zm00001d009830		Y12_TMT1_1	0.0
Zm00001d009840	Zm00001d009840		Y12_TMT1_1	0.0
Zm00001d009844	Zm00001d009844		Y12_TMT1_1	0.0
Zm00001d009847	Zm00001d009847		Y12_TMT1_1	0.17519
Zm00001d009848	Zm00001d009848		Y12_TMT1_1	0.26375
Zm00001d009849	Zm00001d009849		Y12_TMT1_1	0.20827
Zm00001d009850	Zm00001d009850		Y12_TMT1_1	0.23731
Zm00001d009856	Zm00001d009856		Y12_TMT1_1	0.0
Zm00001d009858	Zm00001d009858		Y12_TMT1_1	0.3181
Zm00001d009866	Zm00001d009866		Y12_TMT1_1	0.24829
Zm00001d009870	Zm00001d009870		Y12_TMT1_1	0.24587
Zm00001d009872	Zm00001d009872		Y12_TMT1_1	0.0
Zm00001d009873	Zm00001d009873		Y12_TMT1_1	0.0
Zm00001d009877	Zm00001d009877		Y12_TMT1_1	0.052229
Zm00001d009878	Zm00001d009878		Y12_TMT1_1	0.14004
Zm00001d009888	Zm00001d009888		Y12_TMT1_1	0.0
Zm00001d009890	Zm00001d009890		Y12_TMT1_1	0.0
Zm00001d009908	Zm00001d009908		Y12_TMT1_1	0.0
Zm00001d009910	Zm00001d009910		Y12_TMT1_1	0.14998
Zm00001d009917	Zm00001d009917		Y12_TMT1_1	0.0
Zm00001d009918	Zm00001d009918		Y12_TMT1_1	0.0
Zm00001d009919	Zm00001d009919		Y12_TMT1_1	0.0
Zm00001d009929	Zm00001d009929		Y12_TMT1_1	0.17922
Zm00001d009936	Zm00001d009936		Y12_TMT1_1	0.0
Zm00001d009938	Zm00001d009938		Y12_TMT1_1	0.2081
Zm00001d009940	Zm00001d009940		Y12_TMT1_1	0.19656
Zm00001d009941	Zm00001d009941		Y12_TMT1_1	0.24402
Zm00001d009943	Zm00001d009943		Y12_TMT1_1	0.17216
Zm00001d009948	Zm00001d009948		Y12_TMT1_1	0.22535
Zm00001d009950	Zm00001d009950		Y12_TMT1_1	0.19761
Zm00001d009954	Zm00001d009954		Y12_TMT1_1	0.18062
Zm00001d037847	Zm00001d037847		Y12_TMT1_1	0.2531
Zm00001d009967	Zm00001d009967		Y12_TMT1_1	0.18327
Zm00001d009969	Zm00001d009969		Y12_TMT1_1	0.0
Zm00001d009978	Zm00001d009978		Y12_TMT1_1	0.0
Zm00001d009979	Zm00001d009979		Y12_TMT1_1	0.0
Zm00001d009983	Zm00001d009983		Y12_TMT1_1	0.0
Zm00001d009985	Zm00001d009985		Y12_TMT1_1	0.0
Zm00001d009987	Zm00001d009987		Y12_TMT1_1	0.17458
Zm00001d009990	Zm00001d009990		Y12_TMT1_1	0.0
Zm00001d009997	Zm00001d009997		Y12_TMT1_1	0.0
Zm00001d010007	Zm00001d010007		Y12_TMT1_1	0.20077
Zm00001d010016	Zm00001d010016		Y12_TMT1_1	0.23949
Zm00001d010021	Zm00001d010021		Y12_TMT1_1	0.21811
Zm00001d010026	Zm00001d010026		Y12_TMT1_1	0.0
Zm00001d010029	Zm00001d010029		Y12_TMT1_1	0.0
Zm00001d040617	Zm00001d040617		Y12_TMT1_1	0.14094
Zm00001d010033	Zm00001d010033		Y12_TMT1_1	0.0
Zm00001d010039	Zm00001d010039		Y12_TMT1_1	0.0
Zm00001d010043	Zm00001d010043		Y12_TMT1_1	0.0
Zm00001d010047	Zm00001d010047		Y12_TMT1_1	0.19629
Zm00001d010049	Zm00001d010049		Y12_TMT1_1	0.18123
Zm00001d010050	Zm00001d010050		Y12_TMT1_1	0.21069
Zm00001d010054	Zm00001d010054		Y12_TMT1_1	0.20511
Zm00001d010055	Zm00001d010055		Y12_TMT1_1	0.21468
Zm00001d010056	Zm00001d010056		Y12_TMT1_1	0.23421
Zm00001d010061	Zm00001d010061		Y12_TMT1_1	0.0
Zm00001d010067	Zm00001d010067		Y12_TMT1_1	0.14106
Zm00001d010075	Zm00001d010075		Y12_TMT1_1	0.0
Zm00001d010079	Zm00001d010079		Y12_TMT1_1	0.21838
Zm00001d010082	Zm00001d010082		Y12_TMT1_1	0.0
Zm00001d010087	Zm00001d010087		Y12_TMT1_1	0.0
Zm00001d010098	Zm00001d010098		Y12_TMT1_1	0.18254
Zm00001d010109	Zm00001d010109		Y12_TMT1_1	0.31666
Zm00001d010126	Zm00001d010126		Y12_TMT1_1	0.0
Zm00001d010128	Zm00001d010128		Y12_TMT1_1	0.21433
Zm00001d010135	Zm00001d010135		Y12_TMT1_1	0.0
Zm00001d010136	Zm00001d010136		Y12_TMT1_1	0.174
Zm00001d010146	Zm00001d010146		Y12_TMT1_1	0.0
Zm00001d010149	Zm00001d010149		Y12_TMT1_1	0.14032
Zm00001d010162	Zm00001d010162		Y12_TMT1_1	0.1615
Zm00001d010159	Zm00001d010159		Y12_TMT1_1	0.21121
Zm00001d010169	Zm00001d010169		Y12_TMT1_1	0.0
Zm00001d010171	Zm00001d010171		Y12_TMT1_1	0.0
Zm00001d010172	Zm00001d010172		Y12_TMT1_1	0.0
Zm00001d010173	Zm00001d010173		Y12_TMT1_1	0.0
Zm00001d010174	Zm00001d010174		Y12_TMT1_1	0.2129
Zm00001d010179	Zm00001d010179		Y12_TMT1_1	0.17759
Zm00001d010180	Zm00001d010180		Y12_TMT1_1	0.21741
Zm00001d010189	Zm00001d010189		Y12_TMT1_1	0.0
Zm00001d010190	Zm00001d010190		Y12_TMT1_1	0.24843
Zm00001d010197	Zm00001d010197		Y12_TMT1_1	0.0
Zm00001d010201	Zm00001d010201		Y12_TMT1_1	0.0
Zm00001d010202	Zm00001d010202		Y12_TMT1_1	0.20655
Zm00001d010204	Zm00001d010204		Y12_TMT1_1	0.1034
Zm00001d010205	Zm00001d010205		Y12_TMT1_1	0.0
Zm00001d010210	Zm00001d010210		Y12_TMT1_1	0.0
Zm00001d043807	Zm00001d043807		Y12_TMT1_1	0.15539
Zm00001d010220	Zm00001d010220		Y12_TMT1_1	0.0
Zm00001d010225	Zm00001d010225		Y12_TMT1_1	0.22436
Zm00001d010230	Zm00001d010230		Y12_TMT1_1	0.0
Zm00001d010234	Zm00001d010234		Y12_TMT1_1	0.0
Zm00001d010235	Zm00001d010235		Y12_TMT1_1	0.0
Zm00001d010236	Zm00001d010236		Y12_TMT1_1	0.21982
Zm00001d010240	Zm00001d010240		Y12_TMT1_1	0.0
Zm00001d010241	Zm00001d010241		Y12_TMT1_1	0.0
Zm00001d010248	Zm00001d010248		Y12_TMT1_1	0.1731
Zm00001d010251	Zm00001d010251		Y12_TMT1_1	0.22491
Zm00001d010255	Zm00001d010255		Y12_TMT1_1	0.0
Zm00001d010262	Zm00001d010262		Y12_TMT1_1	0.0
Zm00001d010274	Zm00001d010274		Y12_TMT1_1	0.0
Zm00001d010275	Zm00001d010275		Y12_TMT1_1	0.24726
Zm00001d010278	Zm00001d010278		Y12_TMT1_1	0.12653
Zm00001d010284	Zm00001d010284		Y12_TMT1_1	0.2368
Zm00001d010290	Zm00001d010290		Y12_TMT1_1	0.0
Zm00001d010294	Zm00001d010294		Y12_TMT1_1	0.0
Zm00001d010304	Zm00001d010304		Y12_TMT1_1	0.0
Zm00001d010305	Zm00001d010305		Y12_TMT1_1	0.23911
Zm00001d010313	Zm00001d010313		Y12_TMT1_1	0.28056
Zm00001d010314	Zm00001d010314		Y12_TMT1_1	0.1245
Zm00001d010319	Zm00001d010319		Y12_TMT1_1	0.0
Zm00001d010321	Zm00001d010321		Y12_TMT1_1	0.15823
Zm00001d010322	Zm00001d010322		Y12_TMT1_1	0.18202
Zm00001d010324	Zm00001d010324		Y12_TMT1_1	0.11872
Zm00001d010336	Zm00001d010336		Y12_TMT1_1	0.17593
Zm00001d010343	Zm00001d010343		Y12_TMT1_1	0.13481
Zm00001d010358	Zm00001d010358		Y12_TMT1_1	0.0
Zm00001d010371	Zm00001d010371		Y12_TMT1_1	0.0
Zm00001d010373	Zm00001d010373		Y12_TMT1_1	0.10023
Zm00001d010395	Zm00001d010395		Y12_TMT1_1	0.0
Zm00001d010397	Zm00001d010397		Y12_TMT1_1	0.0
Zm00001d010398	Zm00001d010398		Y12_TMT1_1	0.0
Zm00001d038023	Zm00001d038023		Y12_TMT1_1	0.0
Zm00001d010403	Zm00001d010403		Y12_TMT1_1	0.0
Zm00001d010406	Zm00001d010406		Y12_TMT1_1	0.18182
Zm00001d010409	Zm00001d010409		Y12_TMT1_1	0.0
Zm00001d010413	Zm00001d010413		Y12_TMT1_1	0.20115
Zm00001d010421	Zm00001d010421		Y12_TMT1_1	0.22711
Zm00001d010422	Zm00001d010422		Y12_TMT1_1	0.0
Zm00001d010424	Zm00001d010424		Y12_TMT1_1	0.0
Zm00001d010425	Zm00001d010425		Y12_TMT1_1	0.29381
Zm00001d010426	Zm00001d010426		Y12_TMT1_1	0.0
Zm00001d010428	Zm00001d010428		Y12_TMT1_1	0.18402
Zm00001d010431	Zm00001d010431		Y12_TMT1_1	0.0
Zm00001d010443	Zm00001d010443		Y12_TMT1_1	0.18766
Zm00001d010448	Zm00001d010448		Y12_TMT1_1	0.0
Zm00001d010451	Zm00001d010451		Y12_TMT1_1	0.0
Zm00001d010452	Zm00001d010452		Y12_TMT1_1	0.0
Zm00001d010454	Zm00001d010454		Y12_TMT1_1	0.21255
Zm00001d010455	Zm00001d010455		Y12_TMT1_1	0.2125
Zm00001d038088	Zm00001d038088		Y12_TMT1_1	0.0
Zm00001d010470	Zm00001d010470		Y12_TMT1_1	0.0
Zm00001d010476	Zm00001d010476		Y12_TMT1_1	0.24599
Zm00001d010478	Zm00001d010478		Y12_TMT1_1	0.24246
Zm00001d010480	Zm00001d010480		Y12_TMT1_1	0.20307
Zm00001d010488	Zm00001d010488		Y12_TMT1_1	0.0
Zm00001d010491	Zm00001d010491		Y12_TMT1_1	0.0
Zm00001d010500	Zm00001d010500		Y12_TMT1_1	0.24095
Zm00001d010504	Zm00001d010504		Y12_TMT1_1	0.2468
Zm00001d010512	Zm00001d010512		Y12_TMT1_1	0.0
Zm00001d010519	Zm00001d010519		Y12_TMT1_1	0.22023
Zm00001d010521	Zm00001d010521		Y12_TMT1_1	0.16041
Zm00001d010522	Zm00001d010522		Y12_TMT1_1	0.19469
Zm00001d010523	Zm00001d010523		Y12_TMT1_1	0.16359
Zm00001d010527	Zm00001d010527		Y12_TMT1_1	0.18778
Zm00001d010528	Zm00001d010528		Y12_TMT1_1	0.0
Zm00001d010529	Zm00001d010529		Y12_TMT1_1	0.0
Zm00001d010530	Zm00001d010530		Y12_TMT1_1	0.22164
Zm00001d010534	Zm00001d010534		Y12_TMT1_1	0.19124
Zm00001d010535	Zm00001d010535		Y12_TMT1_1	0.0
Zm00001d010537	Zm00001d010537		Y12_TMT1_1	0.0
Zm00001d038380	Zm00001d038380		Y12_TMT1_1	0.15603
Zm00001d010540	Zm00001d010540		Y12_TMT1_1	0.0
Zm00001d038393	Zm00001d038393		Y12_TMT1_1	0.0
Zm00001d010556	Zm00001d010556		Y12_TMT1_1	0.22805
Zm00001d010558	Zm00001d010558		Y12_TMT1_1	0.0
Zm00001d010564	Zm00001d010564		Y12_TMT1_1	0.20818
Zm00001d012978	Zm00001d012978		Y12_TMT1_1	0.25546
Zm00001d010572	Zm00001d010572		Y12_TMT1_1	0.2397
Zm00001d038397	Zm00001d038397		Y12_TMT1_1	0.0
Zm00001d010579	Zm00001d010579		Y12_TMT1_1	0.19005
Zm00001d010586	Zm00001d010586		Y12_TMT1_1	0.28145
Zm00001d010588	Zm00001d010588		Y12_TMT1_1	0.0
Zm00001d010589	Zm00001d010589		Y12_TMT1_1	0.0
Zm00001d010590	Zm00001d010590		Y12_TMT1_1	0.34145
Zm00001d010592	Zm00001d010592		Y12_TMT1_1	0.0
Zm00001d010596	Zm00001d010596		Y12_TMT1_1	0.0
Zm00001d010599	Zm00001d010599		Y12_TMT1_1	0.0
Zm00001d010602	Zm00001d010602		Y12_TMT1_1	0.0
Zm00001d010604	Zm00001d010604		Y12_TMT1_1	0.0
Zm00001d010606	Zm00001d010606		Y12_TMT1_1	0.076822
Zm00001d010607	Zm00001d010607		Y12_TMT1_1	0.0
Zm00001d010610	Zm00001d010610		Y12_TMT1_1	0.1683
Zm00001d010614	Zm00001d010614		Y12_TMT1_1	0.0
Zm00001d010615	Zm00001d010615		Y12_TMT1_1	0.0
Zm00001d038521	Zm00001d038521		Y12_TMT1_1	0.0
Zm00001d013758	Zm00001d013758		Y12_TMT1_1	0.0
Zm00001d010638	Zm00001d010638		Y12_TMT1_1	0.0
Zm00001d010639	Zm00001d010639		Y12_TMT1_1	0.22468
Zm00001d010646	Zm00001d010646		Y12_TMT1_1	0.0
Zm00001d010649	Zm00001d010649		Y12_TMT1_1	0.256
Zm00001d010654	Zm00001d010654		Y12_TMT1_1	0.23246
Zm00001d043150	Zm00001d043150		Y12_TMT1_1	0.0
Zm00001d010672	Zm00001d010672		Y12_TMT1_1	0.06189
Zm00001d010675	Zm00001d010675		Y12_TMT1_1	0.22178
Zm00001d010689	Zm00001d010689		Y12_TMT1_1	0.45263
Zm00001d010690	Zm00001d010690		Y12_TMT1_1	0.36549
Zm00001d010693	Zm00001d010693		Y12_TMT1_1	0.3357
Zm00001d010698	Zm00001d010698		Y12_TMT1_1	0.21197
Zm00001d010700	Zm00001d010700		Y12_TMT1_1	0.0
Zm00001d010703	Zm00001d010703		Y12_TMT1_1	0.0
Zm00001d010714	Zm00001d010714		Y12_TMT1_1	0.19968
Zm00001d010716	Zm00001d010716		Y12_TMT1_1	0.0
Zm00001d010719	Zm00001d010719		Y12_TMT1_1	0.18626
Zm00001d010720	Zm00001d010720		Y12_TMT1_1	0.0
Zm00001d010722	Zm00001d010722		Y12_TMT1_1	0.0
Zm00001d010724	Zm00001d010724		Y12_TMT1_1	0.0
Zm00001d010727	Zm00001d010727		Y12_TMT1_1	0.0
Zm00001d010728	Zm00001d010728		Y12_TMT1_1	0.0
Zm00001d010731	Zm00001d010731		Y12_TMT1_1	0.16783
Zm00001d010733	Zm00001d010733		Y12_TMT1_1	0.0
Zm00001d010736	Zm00001d010736		Y12_TMT1_1	0.33767
Zm00001d010744	Zm00001d010744		Y12_TMT1_1	0.20279
Zm00001d010752	Zm00001d010752		Y12_TMT1_1	0.0
Zm00001d010755	Zm00001d010755		Y12_TMT1_1	0.0
Zm00001d010758	Zm00001d010758		Y12_TMT1_1	0.24367
Zm00001d010770	Zm00001d010770		Y12_TMT1_1	0.0
Zm00001d010783	Zm00001d010783		Y12_TMT1_1	0.0
Zm00001d010790	Zm00001d010790		Y12_TMT1_1	0.0
Zm00001d010792	Zm00001d010792		Y12_TMT1_1	0.18611
Zm00001d010796	Zm00001d010796		Y12_TMT1_1	0.24192
Zm00001d010797	Zm00001d010797		Y12_TMT1_1	0.25641
Zm00001d010799	Zm00001d010799		Y12_TMT1_1	0.0
Zm00001d010806	Zm00001d010806		Y12_TMT1_1	0.0
Zm00001d010811	Zm00001d010811		Y12_TMT1_1	0.0
Zm00001d010813	Zm00001d010813		Y12_TMT1_1	0.0
Zm00001d010819	Zm00001d010819		Y12_TMT1_1	0.0
Zm00001d010821	Zm00001d010821		Y12_TMT1_1	0.13625
Zm00001d010824	Zm00001d010824		Y12_TMT1_1	0.34038
Zm00001d010825	Zm00001d010825		Y12_TMT1_1	0.0
Zm00001d010832	Zm00001d010832		Y12_TMT1_1	0.20178
Zm00001d010835	Zm00001d010835		Y12_TMT1_1	0.2297
Zm00001d010838	Zm00001d010838		Y12_TMT1_1	0.0
Zm00001d010840	Zm00001d010840		Y12_TMT1_1	0.27433
Zm00001d010850	Zm00001d010850		Y12_TMT1_1	0.0
Zm00001d010852	Zm00001d010852		Y12_TMT1_1	0.12634
Zm00001d010855	Zm00001d010855		Y12_TMT1_1	0.17463
Zm00001d010856	Zm00001d010856		Y12_TMT1_1	0.0
Zm00001d010858	Zm00001d010858		Y12_TMT1_1	0.22282
Zm00001d010859	Zm00001d010859		Y12_TMT1_1	0.23902
Zm00001d010867	Zm00001d010867		Y12_TMT1_1	0.25905
Zm00001d010868	Zm00001d010868		Y12_TMT1_1	0.22359
Zm00001d010869	Zm00001d010869		Y12_TMT1_1	0.0
Zm00001d010870	Zm00001d010870		Y12_TMT1_1	0.0
Zm00001d010871	Zm00001d010871		Y12_TMT1_1	0.10762
Zm00001d010872	Zm00001d010872		Y12_TMT1_1	0.23216
Zm00001d010880	Zm00001d010880		Y12_TMT1_1	0.20582
Zm00001d010887	Zm00001d010887		Y12_TMT1_1	0.24855
Zm00001d010892	Zm00001d010892		Y12_TMT1_1	0.22255
Zm00001d010901	Zm00001d010901		Y12_TMT1_1	0.24896
Zm00001d010902	Zm00001d010902		Y12_TMT1_1	0.0
Zm00001d010908	Zm00001d010908		Y12_TMT1_1	0.0
Zm00001d010910	Zm00001d010910		Y12_TMT1_1	0.22838
Zm00001d010911	Zm00001d010911		Y12_TMT1_1	0.0
Zm00001d010915	Zm00001d010915		Y12_TMT1_1	0.0
Zm00001d010919	Zm00001d010919		Y12_TMT1_1	0.0
Zm00001d010924	Zm00001d010924		Y12_TMT1_1	0.0
Zm00001d010927	Zm00001d010927		Y12_TMT1_1	0.21762
Zm00001d010928	Zm00001d010928		Y12_TMT1_1	0.0
Zm00001d010943	Zm00001d010943		Y12_TMT1_1	0.0
Zm00001d010944	Zm00001d010944		Y12_TMT1_1	0.19711
Zm00001d010946	Zm00001d010946		Y12_TMT1_1	0.22334
Zm00001d010950	Zm00001d010950		Y12_TMT1_1	0.29089
Zm00001d010954	Zm00001d010954		Y12_TMT1_1	0.0
Zm00001d010956	Zm00001d010956		Y12_TMT1_1	0.0
Zm00001d010958	Zm00001d010958		Y12_TMT1_1	0.0
Zm00001d010965	Zm00001d010965		Y12_TMT1_1	0.0
Zm00001d010970	Zm00001d010970		Y12_TMT1_1	0.0
